item_id,numero,indice,family_key,subject_label,emetteur_code,emetteur_name,primary_actor,actor_to_call,action_bucket,action_label,plain_reason,recommended_action,risk_level,evidence_summary,days_open,days_late,current_state,normalized_score_100,is_internal_moex_exposure,is_external_attackable,chain_observations_summary,chain_observations_full,chain_observations_refs,consultant_reports_summary,consultant_reports_full,consultant_reports_refs,consultant_reports_available
133011__A,133011,A,133011,SMAC — Isolant LAINE DE VERRE,SMA,SMAC,MOEX,MOEX,MOEX_SHAME_INTERNAL,MOEX interne — exposition à traiter,Cette cha?ne expose MOEX en interne depuis 322 jours. Secondary consultant response timing is the leading active constraint.,Décision MOEX requise immédiatement; remettre le sujet à l'ordre du jour interne.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,352,322,OPEN_WAITING_MIXED_CONSULTANTS,14.381477052251288,True,True,A 0-SAS VSO-SAS; A BET Façade HM; A ARCHITECTE VSO,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""BET Façade"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""ARCHITECTE"", ""status"": ""VSO"", ""comment"": ""Sous réserve de : prise en compte étude thermique et notice acoustiqueavis EGISavis bureau de contrôlesynthèses technique et architecturale""}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""VAO"", ""comment"": ""En attente de FDESPréciser l'épaisseur / résistance thermique mise en œuvre. Sous réserve de conformité avec le calcul thermique.""}]","[""A"", ""A"", ""A"", ""A""]",,[],[],False
230012__A,230012,A,230012,SMAC — Isolant POLYURETHANE AUTOPRO SI,SMA,SMAC,MOEX,MOEX,MOEX_SHAME_INTERNAL,MOEX interne — exposition à traiter,Cette cha?ne expose MOEX en interne depuis 322 jours. Secondary consultant response timing is the leading active constraint.,Décision MOEX requise immédiatement; remettre le sujet à l'ordre du jour interne.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,352,322,OPEN_WAITING_MIXED_CONSULTANTS,14.007756573225391,True,True,A 0-SAS VSO-SAS; A ARCHITECTE REF; A AMO HQE VAO,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""ARCHITECTE"", ""status"": ""REF"", ""comment"": ""Merci d'utiliser la fiche de diffusion produits disponible sur la GED et préciser à minima:un référencement au dossier marché (article CCTP, notice, FTM, etc)une localisation ou repérageles caractéristiques / dimensions si choix possible (épaisseur, longueur, etc)les teintes etc""}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""VAO"", ""comment"": ""En attente FDESPréciser épaisseur / résistance thermique mise en œuvre. Sous réserve de conformité au calcul thermique""}]","[""A"", ""A"", ""A""]",,[],[],False
230013__A,230013,A,230013,SMAC — Isolant de relevé LAINE DE ROCHE,SMA,SMAC,MOEX,MOEX,MOEX_SHAME_INTERNAL,MOEX interne — exposition à traiter,Cette cha?ne expose MOEX en interne depuis 322 jours. Secondary consultant response timing is the leading active constraint.,Décision MOEX requise immédiatement; remettre le sujet à l'ordre du jour interne.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,352,322,OPEN_WAITING_MIXED_CONSULTANTS,14.007756573225391,True,True,A 0-SAS VSO-SAS; A ARCHITECTE REF; A AMO HQE VAO,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""ARCHITECTE"", ""status"": ""REF"", ""comment"": ""Merci d'utiliser la fiche de diffusion produits disponible sur la GED et préciser à minima:un référencement au dossier marché (article CCTP, notice, FTM, etc)une localisation ou repérageles caractéristiques / dimensions si choix possible (épaisseur, longueur, etc)les teintes etc""}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""VAO"", ""comment"": ""En attente FDESPréciser épaisseur / résistance thermique mise en œuvre. Sous réserve de conformité au calcul thermique""}]","[""A"", ""A"", ""A""]",,[],[],False
230015__A,230015,A,230015,SMAC — Isolant POLYSTYRENE EXTRUDE KF300 EVO,SMA,SMAC,MOEX,MOEX,MOEX_SHAME_INTERNAL,MOEX interne — exposition à traiter,Cette cha?ne expose MOEX en interne depuis 322 jours. Secondary consultant response timing is the leading active constraint.,Décision MOEX requise immédiatement; remettre le sujet à l'ordre du jour interne.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,352,322,OPEN_WAITING_MIXED_CONSULTANTS,14.007756573225391,True,True,A 0-SAS VSO-SAS; A ARCHITECTE REF; A AMO HQE VAO,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""ARCHITECTE"", ""status"": ""REF"", ""comment"": ""Merci d'utiliser la fiche de diffusion produits disponible sur la GED et préciser à minima:un référencement au dossier marché (article CCTP, notice, FTM, etc)une localisation ou repérageles caractéristiques / dimensions si choix possible (épaisseur, longueur, etc)les teintes etc""}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""VAO"", ""comment"": ""En attente FDESPréciser épaisseur / résistance thermique mise en œuvre. Sous réserve de conformité au calcul thermique""}]","[""A"", ""A"", ""A""]",,[],[],False
230021__A,230021,A,230021,SMAC — Isolant POLYURETHANE EUROTHANE BR BIO,SMA,SMAC,MOEX,MOEX,MOEX_SHAME_INTERNAL,MOEX interne — exposition à traiter,Cette cha?ne expose MOEX en interne depuis 322 jours. Secondary consultant response timing is the leading active constraint.,Décision MOEX requise immédiatement; remettre le sujet à l'ordre du jour interne.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,352,322,OPEN_WAITING_MIXED_CONSULTANTS,14.007756573225391,True,True,A 0-SAS VSO-SAS; A ARCHITECTE REF; A AMO HQE VAO,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""ARCHITECTE"", ""status"": ""REF"", ""comment"": ""Merci d'utiliser la fiche de diffusion produits disponible sur la GED et préciser à minima:un référencement au dossier marché (article CCTP, notice, FTM, etc)une localisation ou repérageles caractéristiques / dimensions si choix possible (épaisseur, longueur, etc)les teintes etc""}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""VAO"", ""comment"": ""Sous réserve de conformité au calcul thermique""}]","[""A"", ""A"", ""A""]",,[],[],False
230025__A,230025,A,230025,SMAC — Isolant RUPTEUR THERMIQUE,SMA,SMAC,MOEX,MOEX,MOEX_SHAME_INTERNAL,MOEX interne — exposition à traiter,Cette cha?ne expose MOEX en interne depuis 322 jours. Secondary consultant response timing is the leading active constraint.,Décision MOEX requise immédiatement; remettre le sujet à l'ordre du jour interne.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,352,322,OPEN_WAITING_MIXED_CONSULTANTS,14.007756573225391,True,True,A 0-SAS VSO-SAS; A ARCHITECTE REF; A AMO HQE VAO,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""ARCHITECTE"", ""status"": ""REF"", ""comment"": ""Merci d'utiliser la fiche de diffusion produits disponible sur la GED et préciser à minima:un référencement au dossier marché (article CCTP, notice, FTM, etc)une localisation ou repérageles caractéristiques / dimensions si choix possible (épaisseur, longueur, etc)les teintes etc""}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""VAO"", ""comment"": ""Sous réserve de conformité au calcul thermique""}]","[""A"", ""A"", ""A""]",,[],[],False
330010__A,330010,A,330010,SMAC — isolant de relevé LAINE DE ROCHE,SMA,SMAC,MOEX,MOEX,MOEX_SHAME_INTERNAL,MOEX interne — exposition à traiter,Cette cha?ne expose MOEX en interne depuis 322 jours. Secondary consultant response timing is the leading active constraint.,Décision MOEX requise immédiatement; remettre le sujet à l'ordre du jour interne.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,352,322,OPEN_WAITING_MIXED_CONSULTANTS,14.007756573225391,True,True,A 0-SAS VSO-SAS; A ARCHITECTE REF; A AMO HQE VAO,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""ARCHITECTE"", ""status"": ""REF"", ""comment"": ""Merci d'utiliser la fiche de diffusion produits disponible sur la GED et préciser à minima:un référencement au dossier marché (article CCTP, notice, FTM, etc)une localisation ou repérageles caractéristiques / dimensions si choix possible (épaisseur, longueur, etc)les teintesetc""}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""VAO"", ""comment"": ""En attente FDESPréciser épaisseur / résistance thermique mise en œuvre. Sous réserve de conformité au calcul thermique""}]","[""A"", ""A"", ""A""]",,[],[],False
330011__A,330011,A,330011,SMAC — Isolant POLYURETHANE EUROTHANE BR BIO,SMA,SMAC,MOEX,MOEX,MOEX_SHAME_INTERNAL,MOEX interne — exposition à traiter,Cette cha?ne expose MOEX en interne depuis 322 jours. Secondary consultant response timing is the leading active constraint.,Décision MOEX requise immédiatement; remettre le sujet à l'ordre du jour interne.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,352,322,OPEN_WAITING_MIXED_CONSULTANTS,14.007756573225391,True,True,A 0-SAS VSO-SAS; A ARCHITECTE REF; A AMO HQE VAO,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""ARCHITECTE"", ""status"": ""REF"", ""comment"": ""Merci d'utiliser la fiche de diffusion produits disponible sur la GED et préciser à minima:un référencement au dossier marché (article CCTP, notice, FTM, etc)une localisation ou repérageles caractéristiques / dimensions si choix possible (épaisseur, longueur, etc)les teintesetc""}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""VAO"", ""comment"": ""Sous réserve de conformité au calcul thermique""}]","[""A"", ""A"", ""A""]",,[],[],False
331021__A,331021,A,331021,ICM — FTP Bi-mat - Mono-mat.pdf,ICM,ICM,MOEX,MOEX,MOEX_SHAME_INTERNAL,MOEX interne — exposition à traiter,Cette cha?ne expose MOEX en interne depuis 322 jours. Secondary consultant response timing is the leading active constraint.,Décision MOEX requise immédiatement; remettre le sujet à l'ordre du jour interne.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,352,322,OPEN_WAITING_MIXED_CONSULTANTS,13.8307310831605,True,True,A 0-SAS VSO-SAS; A ARCHITECTE HM; A BET Façade HM,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""ARCHITECTE"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""BET Façade"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""BET Acoustique"", ""status"": ""HM"", ""comment"": ""Document non visé. Hors mission.""}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}]","[""A"", ""A"", ""A"", ""A"", ""A""]",,[],[],False
331022__A,331022,A,331022,ICM — FTP Chariot.pdf,ICM,ICM,MOEX,MOEX,MOEX_SHAME_INTERNAL,MOEX interne — exposition à traiter,Cette cha?ne expose MOEX en interne depuis 322 jours. Secondary consultant response timing is the leading active constraint.,Décision MOEX requise immédiatement; remettre le sujet à l'ordre du jour interne.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,352,322,OPEN_WAITING_MIXED_CONSULTANTS,13.8307310831605,True,True,A 0-SAS VSO-SAS; A ARCHITECTE HM; A BET Façade HM,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""ARCHITECTE"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""BET Façade"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""BET Acoustique"", ""status"": ""HM"", ""comment"": ""Document non visé. Hors mission.""}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}]","[""A"", ""A"", ""A"", ""A"", ""A""]",,[],[],False
331023__A,331023,A,331023,ICM — FTP Nacelle articulée.pdf,ICM,ICM,MOEX,MOEX,MOEX_SHAME_INTERNAL,MOEX interne — exposition à traiter,Cette cha?ne expose MOEX en interne depuis 322 jours. Secondary consultant response timing is the leading active constraint.,Décision MOEX requise immédiatement; remettre le sujet à l'ordre du jour interne.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,352,322,OPEN_WAITING_MIXED_CONSULTANTS,13.8307310831605,True,True,A 0-SAS VSO-SAS; A ARCHITECTE HM; A BET Façade HM,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""ARCHITECTE"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""BET Façade"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""BET Acoustique"", ""status"": ""HM"", ""comment"": ""Document non visé. Hors mission.""}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}]","[""A"", ""A"", ""A"", ""A"", ""A""]",,[],[],False
331024__A,331024,A,331024,ICM — FTP Nacelle suspendue.pdf,ICM,ICM,MOEX,MOEX,MOEX_SHAME_INTERNAL,MOEX interne — exposition à traiter,Cette cha?ne expose MOEX en interne depuis 322 jours. Secondary consultant response timing is the leading active constraint.,Décision MOEX requise immédiatement; remettre le sujet à l'ordre du jour interne.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,352,322,OPEN_WAITING_MIXED_CONSULTANTS,13.8307310831605,True,True,A 0-SAS VSO-SAS; A ARCHITECTE HM; A BET Façade HM,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""ARCHITECTE"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""BET Façade"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""BET Acoustique"", ""status"": ""HM"", ""comment"": ""Document non visé. Hors mission""}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}]","[""A"", ""A"", ""A"", ""A"", ""A""]",,[],[],False
331401__A,331401,A,331401,ICM — Méthologie-planning MEX Hôtel.pdf,ICM,ICM,MOEX,MOEX,MOEX_SHAME_INTERNAL,MOEX interne — exposition à traiter,Cette cha?ne expose MOEX en interne depuis 322 jours. Secondary consultant response timing is the leading active constraint.,Décision MOEX requise immédiatement; remettre le sujet à l'ordre du jour interne.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,352,322,OPEN_WAITING_MIXED_CONSULTANTS,13.8307310831605,True,True,A 0-SAS VSO-SAS; A ARCHITECTE HM; A BET Façade HM,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""ARCHITECTE"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""BET Façade"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""BET Acoustique"", ""status"": ""HM"", ""comment"": ""Document non visé. Hors mission.""}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}]","[""A"", ""A"", ""A"", ""A"", ""A""]",,[],[],False
328125__A,328125,A,328125,Legendre — Armatures Poteaux PH RDC - Hôtel.pdf,LGD,Legendre,Secondary Consultant Delay,MOEX,MOEX_SHAME_INTERNAL,MOEX interne — exposition à traiter,Cette cha?ne expose MOEX en interne depuis 326 jours. Secondary consultant response timing is the leading active constraint.,Décision MOEX requise immédiatement; remettre le sujet à l'ordre du jour interne.,LOW,Active chain currently under controlled pressure. | Current blocker sits with secondary consultant review flow.,371,326,OPEN_WAITING_SECONDARY_CONSULTANT,16.350270957382754,True,True,A 0-SAS VSO-SAS; A BET Structure VAO; A AMO HQE HM,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""BET Structure"", ""status"": ""VAO"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}]","[""A"", ""A"", ""A""]",,[],[],False
328126__A,328126,A,328126,Legendre — Armatures des voiles&linteaux - Pl.Ht RDC - Hôtel.pdf,LGD,Legendre,Secondary Consultant Delay,MOEX,MOEX_SHAME_INTERNAL,MOEX interne — exposition à traiter,Cette cha?ne expose MOEX en interne depuis 326 jours. Secondary consultant response timing is the leading active constraint.,Décision MOEX requise immédiatement; remettre le sujet à l'ordre du jour interne.,LOW,Active chain currently under controlled pressure. | Current blocker sits with secondary consultant review flow.,366,326,OPEN_WAITING_SECONDARY_CONSULTANT,16.350270957382754,True,True,A 0-SAS VSO-SAS; A BET Structure VAO; A AMO HQE HM,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""BET Structure"", ""status"": ""VAO"", ""comment"": ""Voir commentaires document joint""}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}]","[""A"", ""A"", ""A""]",,[],[],False
328130__A,328130,A,328130,Legendre — Carnet de détails d'armatures voiles&linteaux - Pl.Ht RDC - Hôtel.pdf,LGD,Legendre,Secondary Consultant Delay,MOEX,MOEX_SHAME_INTERNAL,MOEX interne — exposition à traiter,Cette cha?ne expose MOEX en interne depuis 326 jours. Secondary consultant response timing is the leading active constraint.,Décision MOEX requise immédiatement; remettre le sujet à l'ordre du jour interne.,LOW,Active chain currently under controlled pressure. | Current blocker sits with secondary consultant review flow.,366,326,OPEN_WAITING_SECONDARY_CONSULTANT,16.350270957382754,True,True,A 0-SAS VSO-SAS; A BET Structure VAO; A AMO HQE HM,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""BET Structure"", ""status"": ""VAO"", ""comment"": ""Voir commentaires document joint""}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}]","[""A"", ""A"", ""A""]",,[],[],False
328131__A,328131,A,328131,Legendre — PH RDC - Armatures sommiers Hôtel.pdf,LGD,Legendre,Secondary Consultant Delay,MOEX,MOEX_SHAME_INTERNAL,MOEX interne — exposition à traiter,Cette cha?ne expose MOEX en interne depuis 326 jours. Secondary consultant response timing is the leading active constraint.,Décision MOEX requise immédiatement; remettre le sujet à l'ordre du jour interne.,LOW,Active chain currently under controlled pressure. | Current blocker sits with secondary consultant review flow.,360,326,OPEN_WAITING_SECONDARY_CONSULTANT,12.765504783568607,True,True,A 0-SAS VSO-SAS; A BET Structure VAO; A AMO HQE HM,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""BET Structure"", ""status"": ""VAO"", ""comment"": ""Voir commentaires document joint""}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}]","[""A"", ""A"", ""A""]",,[],[],False
047016__A,047016,A,047016,Bentin — BAAL.pdf,BEN,Bentin,MOEX,MOEX,MOEX_SHAME_INTERNAL,MOEX interne — exposition à traiter,Cette cha?ne expose MOEX en interne depuis 327 jours. Secondary consultant response timing is the leading active constraint.,Décision MOEX requise immédiatement; remettre le sujet à l'ordre du jour interne.,LOW,Legacy open chain with limited current operational impact. | Open status appears administrative rather than operational.,357,327,OPEN_WAITING_MIXED_CONSULTANTS,5.872102261323343,True,True,A 0-SAS VSO-SAS; A BET Electricité VAO,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""BET Electricité"", ""status"": ""VAO"", ""comment"": ""1) Joindre les certificats2) Sous réserve validation du CSSI3) Préciser les références employées sur site : BAAS Ma (LT non bruyant) BAASL Ma (LT bruyant et circulations toutes zones) et BAAS Ma (cabine et espace sanitaire)""}]","[""A"", ""A""]",,[],[],False
047030__A,047030,A,047030,Bentin — FICHE TECHNIQUE -CAMERAS IP DOME.pdf,BEN,Bentin,MOEX,MOEX,MOEX_SHAME_INTERNAL,MOEX interne — exposition à traiter,Cette cha?ne expose MOEX en interne depuis 327 jours. Secondary consultant response timing is the leading active constraint.,Décision MOEX requise immédiatement; remettre le sujet à l'ordre du jour interne.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,357,327,OPEN_WAITING_MIXED_CONSULTANTS,14.381477052251288,True,True,A 0-SAS VSO-SAS; A BET Electricité VAO; A ARCHITECTE VAO,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""BET Electricité"", ""status"": ""VAO"", ""comment"": ""1) Localisation suivant plan Marché et analyse fonctionnelle de Sureté en remplacement de la notion \""Tous les accès de bâtiment\""""}, {""indice"": ""A"", ""reviewer"": ""ARCHITECTE"", ""status"": ""VAO"", ""comment"": ""Préciser les localisations et confirmer que c'est un terminal intérieur. Il ne faut pas de caméra en façade (sauf avis contraire BE et MOA)""}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}]","[""A"", ""A"", ""A"", ""A""]",,[],[],False
047031__A,047031,A,047031,Bentin — FICHE TECHNIQUE-INTERPHONE D'URGENCE.pdf,BEN,Bentin,MOEX,MOEX,MOEX_SHAME_INTERNAL,MOEX interne — exposition à traiter,Cette cha?ne expose MOEX en interne depuis 327 jours. Secondary consultant response timing is the leading active constraint.,Décision MOEX requise immédiatement; remettre le sujet à l'ordre du jour interne.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,357,327,OPEN_WAITING_MIXED_CONSULTANTS,14.381477052251288,True,True,A 0-SAS VSO-SAS; A BET Electricité VSO; A ARCHITECTE VSO,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""BET Electricité"", ""status"": ""VSO"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""ARCHITECTE"", ""status"": ""VSO"", ""comment"": ""sous réserve de validation EGIS et BCT""}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}]","[""A"", ""A"", ""A"", ""A""]",,[],[],False
131021__A,131021,A,131021,ICM — FT Bi-mat.pdf,ICM,ICM,MOEX,MOEX,MOEX_SHAME_INTERNAL,MOEX interne — exposition à traiter,Cette cha?ne expose MOEX en interne depuis 327 jours. Secondary consultant response timing is the leading active constraint.,Décision MOEX requise immédiatement; remettre le sujet à l'ordre du jour interne.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,357,327,OPEN_WAITING_MIXED_CONSULTANTS,14.381477052251288,True,True,A 0-SAS VSO-SAS; A BET Façade HM; A ARCHITECTE HM,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""BET Façade"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""ARCHITECTE"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""BET Acoustique"", ""status"": ""HM"", ""comment"": ""Document non visé. Hors mission.""}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}]","[""A"", ""A"", ""A"", ""A"", ""A""]",,[],[],False
131022__A,131022,A,131022,ICM — FT Chariot.pdf,ICM,ICM,MOEX,MOEX,MOEX_SHAME_INTERNAL,MOEX interne — exposition à traiter,Cette cha?ne expose MOEX en interne depuis 327 jours. Secondary consultant response timing is the leading active constraint.,Décision MOEX requise immédiatement; remettre le sujet à l'ordre du jour interne.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,357,327,OPEN_WAITING_MIXED_CONSULTANTS,14.381477052251288,True,True,A 0-SAS VSO-SAS; A BET Façade HM; A ARCHITECTE HM,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""BET Façade"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""ARCHITECTE"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""BET Acoustique"", ""status"": ""HM"", ""comment"": ""Document non visé. Hors mission.""}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}]","[""A"", ""A"", ""A"", ""A"", ""A""]",,[],[],False
145528__A,145528,A,145528,Bentin — Type 7-8 Spot Downlight Encastré - Base marché .pdf,BEN,Bentin,MOEX,MOEX,MOEX_SHAME_INTERNAL,MOEX interne — exposition à traiter,Cette cha?ne expose MOEX en interne depuis 327 jours. Secondary consultant response timing is the leading active constraint.,Décision MOEX requise immédiatement; remettre le sujet à l'ordre du jour interne.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,357,327,OPEN_WAITING_MIXED_CONSULTANTS,14.932223021342072,True,True,A 0-SAS VSO-SAS; A BET Electricité VAO; A ARCHITECTE VAO,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""BET Electricité"", ""status"": ""VAO"", ""comment"": ""-         Indiquer type du CCTP à l’intérieur du document + qu’il s’agit de la base,-         Prendre en compte la décoration validée par architecte dans zones sanitaires-         IP44 à prévoir, -         Prévoir en 3000K (voir avec l’architecte),-         Fournir la NDC d’éclairement, -         Finitions sous réserve de validation de l’architecte.-         Vérifier s’il est utile de prévoir les luminaires gradables.""}, {""indice"": ""A"", ""reviewer"": ""ARCHITECTE"", ""status"": ""VAO"", ""comment"": ""dito avis BETHLB ne souhaite pas une teinte noire""}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""VAO"", ""comment"": ""OK sous reserve valdiation BET Elec et Architecte""}]","[""A"", ""A"", ""A"", ""A""]",,[],[],False
